,S_NO,NAME,UNIT_NO,DT_ COMM,CAPACITY MW AS ON 31/03/2023,TYPE,STATE,SECTOR,SYSTEM,Fuel1,Fuel2,NET GENERATION(MU),Fuel 1 Consumption (if coal: only national coal) ,Fuel 1 Consumption (only for imported coal),Fuel 2 Consumption,CO2(ton) FUEL-1,"CO2(ton)
FUEL-2",TOTAL CO2(ton),Emission factor (ton/MWh),CDM Registry
,128.00,PRIYADARSHNI JURALA,3.00,27-06-2009,39.00,HYDRO,TELANGANA,STATE,APGENCO,HYDRO,-,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,128.00,PRIYADARSHNI JURALA,4.00,28-08-2010,39.00,HYDRO,TELANGANA,STATE,APGENCO,HYDRO,-,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,128.00,PRIYADARSHNI JURALA,5.00,09-11-2010,39.00,HYDRO,TELANGANA,STATE,APGENCO,HYDRO,-,22.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,128.00,PRIYADARSHNI JURALA,6.00,09-06-2011,39.00,HYDRO,TELANGANA,STATE,APGENCO,HYDRO,-,15.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,129.00,PULICHINTALA,0.00,,120.00,HYDRO,TELANGANA,STATE,TSGENCO,HYDRO,-,101.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,129.00,PULICHINTALA,1.00,25-09-2016,30.00,HYDRO,TELANGANA,STATE,TSGENCO,HYDRO,-,53.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,129.00,PULICHINTALA,2.00,26-10-2017,30.00,HYDRO,TELANGANA,STATE,TSGENCO,HYDRO,-,31.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,129.00,PULICHINTALA,3.00,01-11-2017,30.00,HYDRO,TELANGANA,STATE,TSGENCO,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,129.00,PULICHINTALA,4.00,08-09-2018,30.00,HYDRO,TELANGANA,STATE,TSGENCO,HYDRO,-,16.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,130.00,PURULIA PSS,0.00,,900.00,HYDRO,WEST BENGAL,STATE,WBSEDCL,HYDRO,-,1360.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,130.00,PURULIA PSS,1.00,18-07-2007,225.00,HYDRO,WEST BENGAL,STATE,WBSEDCL,HYDRO,-,1360.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,130.00,PURULIA PSS,2.00,23-11-2007,225.00,HYDRO,WEST BENGAL,STATE,WBSEDCL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,130.00,PURULIA PSS,3.00,27-08-2007,225.00,HYDRO,WEST BENGAL,STATE,WBSEDCL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,130.00,PURULIA PSS,4.00,18-07-2007,225.00,HYDRO,WEST BENGAL,STATE,WBSEDCL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,0.00,,59.20,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,1.00,09-06-1933,7.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,2.00,22-11-1932,7.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,3.00,05-09-1932,7.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,4.00,28-08-1939,11.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,5.00,30-05-1954,13.60,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,131.00,PYKARA,6.00,11-06-1954,13.60,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,132.00,PYKARA ULIMATE,0.00,,150.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,306.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,132.00,PYKARA ULIMATE,1.00,11-08-2005,50.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,306.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,132.00,PYKARA ULIMATE,2.00,11-08-2005,50.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,132.00,PYKARA ULIMATE,3.00,05-09-2005,50.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,133.00,R.P.SAGAR,0.00,,172.00,HYDRO,RAJASTHAN,STATE,RRVUNL,HYDRO,-,488.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,133.00,R.P.SAGAR,1.00,03-02-1968,43.00,HYDRO,RAJASTHAN,STATE,RRVUNL,HYDRO,-,488.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,133.00,R.P.SAGAR,2.00,26-06-1968,43.00,HYDRO,RAJASTHAN,STATE,RRVUNL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,133.00,R.P.SAGAR,3.00,28-12-1968,43.00,HYDRO,RAJASTHAN,STATE,RRVUNL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,133.00,R.P.SAGAR,4.00,24-05-1969,43.00,HYDRO,RAJASTHAN,STATE,RRVUNL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,134.00,RAJGHAT (MP),0.00,,45.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,104.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,134.00,RAJGHAT (MP),1.00,15-10-1999,15.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,41.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,134.00,RAJGHAT (MP),2.00,29-09-1999,15.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,25.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,134.00,RAJGHAT (MP),3.00,03-11-1999,15.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,37.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,135.00,RAMGANGA,0.00,,198.00,HYDRO,UTTARAKHAND,STATE,UJVNL,HYDRO,-,316.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,135.00,RAMGANGA,1.00,31-12-1975,66.00,HYDRO,UTTARAKHAND,STATE,UJVNL,HYDRO,-,316.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,135.00,RAMGANGA,2.00,03-11-1976,66.00,HYDRO,UTTARAKHAND,STATE,UJVNL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,135.00,RAMGANGA,3.00,12-03-1977,66.00,HYDRO,UTTARAKHAND,STATE,UJVNL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,136.00,RAMMAM,0.00,,50.00,HYDRO,WEST BENGAL,STATE,WBSEB,HYDRO,-,162.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,136.00,RAMMAM,1.00,05-09-1995,12.50,HYDRO,WEST BENGAL,STATE,WBSEB,HYDRO,-,162.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,136.00,RAMMAM,2.00,28-09-1995,12.50,HYDRO,WEST BENGAL,STATE,WBSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,136.00,RAMMAM,3.00,13-01-1996,12.50,HYDRO,WEST BENGAL,STATE,WBSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,136.00,RAMMAM,4.00,28-01-1996,12.50,HYDRO,WEST BENGAL,STATE,WBSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,137.00,RAMPUR,0.00,,412.02,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,1769.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,137.00,RAMPUR,1.00,23-03-2014,68.67,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,347.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#4568
,137.00,RAMPUR,2.00,21-03-2014,68.67,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,267.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#4568
,137.00,RAMPUR,3.00,29-03-2014,68.67,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,256.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#4568
,137.00,RAMPUR,4.00,12-06-2014,68.67,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,259.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#4568
,137.00,RAMPUR,5.00,31-07-2014,68.67,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,287.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#4568
,137.00,RAMPUR,6.00,04-12-2014,68.67,HYDRO,HIMACHAL,CENTER,SJVNL,HYDRO,-,350.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#4568
,138.00,RANGANADI,0.00,,405.00,HYDRO,ARUNACHAL,CENTER,NEEPCO,HYDRO,-,1171.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,138.00,RANGANADI,1.00,26-01-2002,135.00,HYDRO,ARUNACHAL,CENTER,NEEPCO,HYDRO,-,382.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,138.00,RANGANADI,2.00,29-01-2002,135.00,HYDRO,ARUNACHAL,CENTER,NEEPCO,HYDRO,-,389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,138.00,RANGANADI,3.00,29-03-2002,135.00,HYDRO,ARUNACHAL,CENTER,NEEPCO,HYDRO,-,400.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,139.00,RANGIT-III,0.00,,60.00,HYDRO,SIKKIM,CENTER,NHPC,HYDRO,-,295.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,139.00,RANGIT-III,1.00,05-02-2000,20.00,HYDRO,SIKKIM,CENTER,NHPC,HYDRO,-,71.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,139.00,RANGIT-III,2.00,05-02-2000,20.00,HYDRO,SIKKIM,CENTER,NHPC,HYDRO,-,129.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,139.00,RANGIT-III,3.00,05-02-2000,20.00,HYDRO,SIKKIM,CENTER,NHPC,HYDRO,-,94.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,140.00,RANJIT SAGAR,0.00,,600.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,1833.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,140.00,RANJIT SAGAR,1.00,12-08-2000,150.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,1091.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,140.00,RANJIT SAGAR,2.00,12-10-2000,150.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,246.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,140.00,RANJIT SAGAR,3.00,20-08-2000,150.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,185.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,140.00,RANJIT SAGAR,4.00,15-09-2000,150.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,309.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,RENGALI,0.00,,250.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,775.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,RENGALI,1.00,27-08-1985,50.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,148.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,RENGALI,2.00,26-03-1986,50.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,144.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,RENGALI,3.00,10-08-1989,50.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,153.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,RENGALI,4.00,19-03-1990,50.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,176.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,141.00,RENGALI,5.00,24-07-1992,50.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,152.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,0.00,,300.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,330.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,1.00,30-03-1962,50.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,60.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,2.00,22-02-1962,50.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,55.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,3.00,22-02-1962,50.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,60.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,4.00,21-03-1962,50.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,58.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,5.00,30-03-1962,50.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,52.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,142.00,RIHAND_Hydro,6.00,22-11-1966,50.00,HYDRO,UTTAR PRADESH,STATE,UPHPC,HYDRO,-,42.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,143.00,RONGNICHU,0.00,,113.00,HYDRO,SIKKIM,PVT,MBPC,HYDRO,-,394.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,143.00,RONGNICHU,1.00,25-06-2021,56.50,HYDRO,SIKKIM,PVT,MBPC,HYDRO,-,205.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8872
,143.00,RONGNICHU,2.00,30-06-2021,56.50,HYDRO,SIKKIM,PVT,MBPC,HYDRO,-,189.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8872
,144.00,S.SAROVAR CHPH,0.00,,250.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,1183.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,144.00,S.SAROVAR CHPH,1.00,04-10-2004,50.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,246.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,144.00,S.SAROVAR CHPH,2.00,04-09-2004,50.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,159.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,144.00,S.SAROVAR CHPH,3.00,01-09-2004,50.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,243.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,144.00,S.SAROVAR CHPH,4.00,01-09-2004,50.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,262.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,144.00,S.SAROVAR CHPH,5.00,15-12-2004,50.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,271.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,0.00,,1200.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,2497.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,1.00,01-02-2005,200.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,383.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,2.00,30-04-2005,200.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,426.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,3.00,30-08-2005,200.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,406.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,4.00,13-10-2005,200.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,408.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,5.00,07-03-2006,200.00,HYDRO,GUJARAT,STATE,SSVNL,HYDRO,-,435.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,145.00,S.SAROVAR RBPH,6.00,20-06-2006,200.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,437.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,0.00,,300.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,1123.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,1.00,18-04-1966,50.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,241.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,2.00,14-06-1966,50.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,136.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,3.00,29-12-1966,50.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,216.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,4.00,22-06-1967,50.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,100.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,5.00,09-09-1967,50.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,214.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,146.00,SABARIGIRI,6.00,26-11-1967,50.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,213.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,147.00,SAINJ,0.00,,100.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,360.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,147.00,SAINJ,1.00,04-09-2017,50.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,184.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,147.00,SAINJ,2.00,04-09-2017,50.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,175.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL I & II,0.00,,690.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,3349.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL-I,1.00,09-11-1987,115.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,663.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL-I,2.00,14-11-1987,115.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,520.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL-I,3.00,20-11-1987,115.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,507.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL-II,4.00,25-06-1993,115.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,597.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL-II,5.00,26-03-1994,115.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,506.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,148.00,SALAL-II,6.00,23-02-1995,115.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,554.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,149.00,SANJAY BHABA,0.00,,120.00,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,534.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,149.00,SANJAY BHABA,1.00,15-05-1989,40.00,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,534.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,149.00,SANJAY BHABA,2.00,14-06-1989,40.00,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,149.00,SANJAY BHABA,3.00,22-07-1989,40.00,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,150.00,SARKARPATHY,0.00,,30.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,77.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,150.00,SARKARPATHY,1.00,14-08-1966,30.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,77.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,151.00,SAWRA KUDDU,0.00,,111.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,305.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,151.00,SAWRA KUDDU,1.00,12-11-2020,37.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,147.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8556
,151.00,SAWRA KUDDU,2.00,05-12-2020,37.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,115.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8556
,151.00,SAWRA KUDDU,3.00,16-12-2020,37.00,HYDRO,HIMACHAL,STATE,HPPCL,HYDRO,-,42.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8556
,152.00,SENGULAM,0.00,,48.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,131.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,152.00,SENGULAM,1.00,30-05-1954,12.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,131.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,152.00,SENGULAM,2.00,26-07-1954,12.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,152.00,SENGULAM,3.00,05-12-2001,12.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,152.00,SENGULAM,4.00,30-11-2001,12.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,153.00,SEWA-II,0.00,,120.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,549.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,153.00,SEWA-II,1.00,22-06-2010,40.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,185.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,153.00,SEWA-II,2.00,23-07-2010,40.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,171.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,153.00,SEWA-II,3.00,01-07-2010,40.00,HYDRO,JAMMU & KASHMIR,CENTER,NHPC,HYDRO,-,192.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,154.00,SHANAN,0.00,,110.00,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,489.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,154.00,SHANAN,1.00,10-03-1932,15.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,83.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,154.00,SHANAN,2.00,10-03-1932,15.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,73.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,154.00,SHANAN,3.00,10-03-1932,15.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,82.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,154.00,SHANAN,4.00,10-03-1932,15.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,78.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,154.00,SHANAN,5.00,31-03-1982,50.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,171.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,0.00,,1035.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,3341.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,1.00,16-10-1967,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,994.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,2.00,09-10-1967,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,281.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,3.00,16-04-1968,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,238.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,4.00,08-06-1968,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,259.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,5.00,04-05-1968,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,258.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,6.00,16-04-1971,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,299.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,7.00,27-08-1976,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,225.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,8.00,09-04-1977,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,280.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,9.00,14-11-1964,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,251.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,155.00,SHARAVATHY,10.00,22-04-1965,103.50,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,251.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,156.00,SHOLAYAR,0.00,,54.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,248.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,156.00,SHOLAYAR,1.00,09-05-1956,18.00,HYDRO,KERALA,STATE,KSEB,HYDRO,-,248.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
